Filter Set,Message Name,Message Subject,Matched,Refunded,Refunded %,Emails Sent,Emails Opened,Emails Opened %,Emails Clicked,Emails Clicked %,Emails Marked Spam %,Emails Bounced %,Emails Unsubscribed %,Revenue,Revenue from Emails,Emails Cost,Profit from Emails
18178-00004558-RedHat,18178-00004558-RedHat-Phone Confirmation-30771-0401_05A-4200,Avoid Costly Proprietary Licensing and Lock-In TODAY With Red Hat Hyperconverged Infrastructure for Virtualization,87,0,0,"30,842",562,1.82,871,154.98,0,0.43,0.01,"4,263.00","2,009.00",21.28,"1,987.72"
18178-A00004557-RedHat,18178-A00004557-RedHat-Phone Confirmation-30741-0402_11A-4215,Optimize Your IT Infrastructure TODAY With Red Hat,10,0,0,"9,953",256,2.57,170,66.41,0,0.22,0,0,0,6.87,-6.87
18226-00004567-Applause,18226-00004567-Applause-Phone Confirmation-30859-0403_09A-4224,Learn How Users? Feedback Can Boost Your Bottom Line With Applause,5,0,0,808,21,2.6,6,28.57,0,3.22,0,290,58,0.56,57.44
18226-00004567-Applause,18226-00004567-Applause-Phone Confirmation-30875-0406_02A-4241,Discover How QA Is Evolving And How You Can Change With It Thanks To Applause,5,0,0,"1,920",46,2.4,22,47.83,0,4.69,0,290,58,1.32,56.68
18227-00004596-Applause,18227-00004596-Applause-Phone Confirmation-30868-0402_08A-4214,Learn How Users? Feedback Can Boost Your Bottom Line With Applause,13,0,0,"2,249",245,10.89,229,93.47,0,2.22,0,884,136,1.55,134.45
18227-00004596-Applause,18227-00004596-Applause-Phone Confirmation-30872-0408_10A-4263,Discover How QA Is Evolving And How You Can Change With It Thanks To Applause,13,0,0,"2,445",117,4.79,135,115.38,0,0.25,0,884,136,1.69,134.31
18236-00004604-Jive,18236-00004604-Jive-Phone Confirmation-30843-0402_07A-4212,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,512,0,0,"124,118","9,925",8,"5,388",54.29,0,2.32,0,"10,240.00","3,980.00",85.64,"3,894.36"
18236-00004604-Jive,18236-00004604-Jive-Phone Confirmation-30843-0403_10A-4230,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,512,0,0,"32,312","1,089",3.37,121,11.11,0.02,9.6,0,"10,240.00","3,980.00",22.3,"3,957.70"
18236-00004604-Jive,18236-00004604-Jive-Phone Confirmation-30843-0406_03A-4255,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,512,0,0,"40,659","1,046",2.57,311,29.73,0.03,7.96,0,"10,240.00","3,980.00",28.05,"3,951.95"
18236-00004604-Jive,18236-00004604-Jive-Phone Confirmation-30843-0407_08A-4253,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,512,0,0,"16,330",510,3.12,66,12.94,0.03,2.47,0,"10,240.00","3,980.00",11.27,"3,968.73"
18236-00004604-Jive,18236-00004604-Jive-Phone Confirmation-30843-0408_02A-4258,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,512,0,0,"31,955",954,2.99,114,11.95,0.05,9.3,0,"10,240.00","3,980.00",22.05,"3,957.95"
18244-00004606-ServTrax,18244-00004606-Servtrax-Phone Confirmation-18244-0402_10A-4211,Learn How You Can Grow Your Revenue Stream With ServTrax's Platform TODAY!,8,0,0,"1,777",8,0.45,1,12.5,0,0.51,0,432,108,1.23,106.77
18244-00004606-ServTrax,18244-00004606-Servtrax-Phone Confirmation-30912-0403_11A-4222,Let ServTrax Show You How To Create A Path To Profit TODAY!,8,0,0,"1,090",54,4.95,42,77.78,0,0.46,0,432,108,0.75,107.25
18244-00004606-ServTrax,18244-00004606-Servtrax-Phone Confirmation-30913-0406_04A-4242,Take A Look At Why Building Customer Relationships Matter TODAY with ServTrax,8,0,0,"1,681",55,3.27,12,21.82,0,3.69,0,432,108,1.16,106.84
18244-00004606-ServTrax,18244-00004606-Servtrax-Phone Confirmation-30911-0408_03A-4264,Learn How You Can Grow Your Revenue Stream With ServTrax's Platform TODAY!,8,0,0,"2,753",53,1.93,14,26.42,0,4.79,0,432,108,1.9,106.1
18249-00004607-Jive,18249-00004607-Jive-Phone Confirmation-30843-0320_08A-4097,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,800,0,0,"32,638","1,431",4.38,493,34.45,0,15.05,0,"16,000.00","6,140.00",22.52,"6,117.48"
18249-00004607-Jive,18249-00004607-Jive-Phone Confirmation-30843-0321_08BA-4109,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,800,0,0,"46,512","1,342",2.89,234,17.44,0.01,13.88,0,"16,000.00","6,140.00",32.09,"6,107.91"
18249-00004607-Jive,18249-00004607-Jive-Phone Confirmation-30843-0322_09A-4133,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,800,0,0,"44,678","1,313",2.94,203,15.46,0.01,17.33,0,"16,000.00","6,140.00",30.83,"6,109.17"
18249-00004607-Jive,18249-00004607-Jive-Phone Confirmation-30843-0324_02A-4136,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,800,0,0,"250,001","9,865",3.95,"1,861",18.86,0,18.29,0,"16,000.00","6,140.00",172.5,"5,967.50"
18249-00004607-Jive,18249-00004607-Jive-Phone Confirmation-30843-0325_12A-4154,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,800,0,0,"46,441",139,0.3,4,2.88,0,1.49,0,"16,000.00","6,140.00",32.04,"6,107.96"
